,Unnamed: 0,Weight,Colour,Wheels,Height,Classification
525,525,470.3223989934046,white,4,[46],Car
526,526,194.4546451570953,grey,2,[59],Bike
527,527,350.5536655633981,purple,4,[37],Car
528,528,350.5812875418886,radish,4,[5],Car
529,529,333.249768684638,pink,4,[17],Car
530,530,130.48042691984008,red,2,[96],Bike
531,531,114.95648321149908,blue,2,[67],Bike
532,532,132.85120068116956,green,2,[95],Bike
533,533,334.21909282216143,yellow,4,[1],Car
534,534,411.0124644126445,black,4,[40],Car
535,535,387.742220548234,white,4,[32],Car
536,536,439.4205294298662,grey,4,[41],Car
537,537,124.9832655062652,purple,2,[87],Bike
538,538,342.7231053043138,radish,4,[21],Car
539,539,354.87362727161445,pink,4,[43],Car
540,540,460.9015360246618,red,4,[10],Car
541,541,492.35816250238827,blue,4,[36],Car
542,542,476.7449091493744,green,4,[5],Car
543,543,465.8157912111333,yellow,4,[36],Car
544,544,350.72885695766666,black,4,[21],Car
545,545,463.3550718606341,white,4,[33],Car
546,546,190.24212900975857,grey,2,[73],Bike
547,547,290.48981618142403,purple,3,[69],Bike
548,548,176.29609409508618,radish,2,[52],Bike
549,549,239.11033823431225,pink,3,[59],Bike
550,550,490.58552217207614,red,4,[43],Car
551,551,101.01286243330448,blue,2,[64],Bike
552,552,328.47747278142015,green,4,[35],Car
553,553,296.850663873275,yellow,3,[55],Bike
554,554,103.97645296863836,black,2,[99],Bike
555,555,178.2424288824796,white,2,[76],Bike
556,556,201.6656440243443,grey,2,[94],Bike
557,557,460.2859302805972,purple,4,[47],Car
558,558,158.52530187164908,radish,2,[58],Bike
559,559,493.11824122531743,pink,4,[42],Car
560,560,200.5030011186712,red,2,[64],Bike
561,561,477.36819374888006,blue,4,[29],Car
562,562,402.67536051561865,green,4,[34],Car
563,563,334.35068681133885,yellow,4,[13],Car
564,564,432.83545020024354,black,4,[21],Car
565,565,399.7724500656768,white,4,[24],Car
566,566,352.39480246793573,grey,4,[24],Car
567,567,242.3919570209117,purple,3,[54],Bike
568,568,190.17431675951087,radish,2,[80],Bike
569,569,212.29897490772896,pink,2,[84],Bike
570,570,267.73856017815524,red,3,[68],Bike
571,571,325.26417437696045,blue,4,[12],Car
572,572,467.04987258287474,green,4,[8],Car
573,573,349.72779522545795,yellow,4,[42],Car
574,574,186.86960940997773,black,2,[66],Bike
575,575,268.5926026758796,white,3,[51],Bike
576,576,460.6661399240037,grey,4,[39],Car
577,577,351.0073295691811,purple,4,[10],Car
578,578,330.9486449834378,radish,4,[38],Car
579,579,469.6439942230761,pink,4,[43],Car
580,580,264.5885447090427,red,3,[59],Bike
581,581,459.06360276553534,blue,4,[41],Car
582,582,118.05622234944708,green,2,[96],Bike
583,583,276.73402982081075,yellow,3,[55],Bike
584,584,374.6185226228347,black,4,[21],Car
585,585,399.30694854470505,white,4,[49],Car
586,586,456.0760436374308,grey,4,[14],Car
587,587,240.7003167400725,purple,3,[64],Bike
588,588,369.83618773578814,radish,4,[39],Car
589,589,315.7958106120378,pink,4,[45],Car
590,590,200.70866014465213,red,2,[68],Bike
591,591,232.33737751924,blue,3,[51],Bike
592,592,483.9948070352615,green,4,[37],Car
593,593,110.2053624854058,yellow,2,[55],Bike
594,594,298.6527949152907,black,3,[67],Bike
595,595,499.55151585515785,white,4,[21],Car
596,596,154.29639354457564,grey,2,[70],Bike
597,597,325.8595539791252,purple,4,[27],Car
598,598,242.8006202028835,radish,3,[61],Bike
599,599,493.6860046586908,pink,4,[46],Car
600,600,161.3494037372377,red,2,[87],Bike
601,601,158.02562143599488,blue,2,[99],Bike
